CustomerID,Gender,Age,City,JoinYear,LoyaltyTier
CUST01272,Male,43,Eastern,2025,Silver
CUST01273,Male,19,Asir,2024,Silver
CUST01274,Male,47,Makkah,2021,Silver
CUST01275,Male,43,Hail,2022,Gold
CUST01276,Male,23,Eastern,2020,Bronze
CUST01277,Male,63,Asir,2022,Platinum
CUST01278,Female,25,Makkah,2024,Silver
CUST01279,Male,70,Madinah,2021,Platinum
CUST01280,Female,26,Eastern,2025,Silver
CUST01281,Male,70,Madinah,2024,Silver
CUST01282,Female,29,Eastern,2025,Silver
CUST01283,Male,36,Madinah,2020,Platinum
CUST01284,Male,41,Hail,2024,Platinum
CUST01285,Male,18,Tabuk,2020,Gold
CUST01286,Female,61,Makkah,2024,Platinum
CUST01287,Female,65,Hail,2021,Bronze
CUST01288,Male,53,Riyadh,2019,Gold
CUST01289,Male,48,Eastern,2023,Bronze
CUST01290,Male,34,Asir,2023,Platinum
CUST01291,Female,43,Eastern,2020,Bronze
CUST01292,Male,34,Jeddah,2023,Platinum
CUST01293,Female,47,Jeddah,2019,Gold
CUST01294,Female,27,Madinah,2019,Gold
CUST01295,Male,26,Tabuk,2025,Gold
CUST01296,Female,45,Madinah,2021,Gold
CUST01297,Female,45,Jeddah,2021,Platinum
CUST01298,Male,53,Tabuk,2019,Silver
CUST01299,Male,21,Makkah,2020,Bronze
CUST01300,Female,34,Jeddah,2024,Platinum
CUST01301,Female,25,Tabuk,2019,Platinum
CUST01302,Female,63,Asir,2022,Platinum
CUST01303,Female,25,Jeddah,2019,Gold
CUST01304,Male,31,Madinah,2020,Silver
CUST01305,Female,54,Hail,2020,Bronze
CUST01306,Male,44,Riyadh,2020,Platinum
CUST01307,Male,39,Riyadh,2021,Bronze
CUST01308,Female,41,Hail,2019,Gold
CUST01309,Male,19,Riyadh,2022,Platinum
CUST01310,Female,58,Madinah,2023,Bronze
CUST01311,Female,20,Hail,2022,Gold
CUST01312,Male,31,Riyadh,2025,Gold
CUST01313,Female,69,Riyadh,2024,Bronze
CUST01314,Female,23,Eastern,2021,Silver
CUST01315,Male,67,Eastern,2019,Bronze
CUST01316,Male,28,Eastern,2025,Platinum
CUST01317,Female,59,Jeddah,2019,Gold
CUST01318,Female,69,Eastern,2024,Gold
CUST01319,Male,40,Riyadh,2025,Gold
CUST01320,Male,49,Tabuk,2022,Platinum
CUST01321,Female,54,Hail,2022,Bronze
CUST01322,Female,69,Eastern,2023,Silver
CUST01323,Female,58,Eastern,2019,Bronze
CUST01324,Female,47,Makkah,2024,Silver
CUST01325,Female,51,Asir,2019,Gold
CUST01326,Female,45,Riyadh,2025,Platinum
CUST01327,Female,27,Jeddah,2024,Gold
CUST01328,Male,51,Eastern,2021,Bronze
CUST01329,Male,20,Asir,2019,Platinum
CUST01330,Female,24,Tabuk,2024,Gold
CUST01331,Female,34,Hail,2019,Bronze
CUST01332,Male,65,Tabuk,2020,Silver
CUST01333,Female,20,Riyadh,2022,Gold
CUST01334,Female,55,Tabuk,2025,Platinum
CUST01335,Female,39,Jeddah,2020,Silver
CUST01336,Male,65,Hail,2021,Bronze
CUST01337,Female,52,Riyadh,2019,Platinum
CUST01338,Male,18,Jeddah,2024,Platinum
CUST01339,Female,62,Eastern,2025,Platinum
CUST01340,Female,57,Hail,2021,Platinum
CUST01341,Female,23,Jeddah,2020,Bronze
CUST01342,Male,25,Riyadh,2024,Silver
CUST01343,Male,31,Tabuk,2024,Silver
CUST01344,Male,45,Asir,2020,Bronze
CUST01345,Female,67,Tabuk,2020,Platinum
CUST01346,Female,19,Riyadh,2020,Silver
CUST01347,Female,49,Tabuk,2019,Platinum
CUST01348,Male,30,Madinah,2023,Platinum
CUST01349,Male,39,Riyadh,2019,Platinum
CUST01350,Female,49,Hail,2023,Gold
CUST01351,Male,49,Eastern,2022,Platinum
CUST01352,Male,63,Riyadh,2023,Bronze
CUST01353,Female,54,Eastern,2023,Bronze
CUST01354,Female,59,Eastern,2022,Bronze
CUST01355,Female,57,Eastern,2022,Platinum
CUST01356,Male,28,Madinah,2024,Silver
CUST01357,Female,40,Tabuk,2020,Silver
CUST01358,Female,56,Tabuk,2020,Gold
CUST01359,Female,44,Eastern,2025,Platinum
CUST01360,Male,57,Makkah,2021,Bronze
CUST01361,Female,26,Jeddah,2020,Silver
CUST01362,Female,24,Eastern,2022,Gold
CUST01363,Male,31,Asir,2019,Bronze
CUST01364,Female,34,Eastern,2024,Silver
CUST01365,Male,70,Asir,2019,Bronze
CUST01366,Female,45,Riyadh,2023,Silver
CUST01367,Male,53,Makkah,2022,Gold
CUST01368,Female,68,Eastern,2025,Bronze
CUST01369,Female,27,Asir,2023,Bronze
CUST01370,Male,46,Tabuk,2025,Bronze
CUST01371,Male,68,Hail,2023,Bronze
CUST01372,Male,50,Riyadh,2020,Bronze
CUST01373,Male,41,Jeddah,2024,Gold
CUST01374,Female,66,Asir,2022,Bronze
CUST01375,Male,59,Eastern,2021,Silver
CUST01376,Male,30,Tabuk,2022,Bronze
CUST01377,Male,69,Tabuk,2021,Gold
CUST01378,Male,23,Madinah,2021,Platinum
CUST01379,Female,58,Makkah,2020,Platinum
CUST01380,Male,26,Eastern,2022,Platinum
CUST01381,Female,51,Eastern,2019,Platinum
CUST01382,Male,67,Riyadh,2024,Bronze
CUST01383,Male,39,Eastern,2022,Silver
CUST01384,Female,21,Eastern,2025,Bronze
CUST01385,Male,54,Riyadh,2024,Gold
CUST01386,Female,43,Asir,2025,Gold
CUST01387,Female,40,Riyadh,2025,Gold
CUST01388,Male,62,Eastern,2022,Silver
CUST01389,Female,62,Eastern,2025,Platinum
CUST01390,Male,37,Riyadh,2019,Gold
CUST01391,Female,64,Jeddah,2023,Gold
CUST01392,Male,23,Asir,2023,Gold
CUST01393,Female,66,Jeddah,2019,Bronze
CUST01394,Female,33,Madinah,2024,Platinum
CUST01395,Male,64,Riyadh,2025,Gold
CUST01396,Female,58,Asir,2021,Bronze
CUST01397,Male,66,Riyadh,2022,Gold
CUST01398,Male,47,Eastern,2020,Silver
CUST01399,Female,37,Madinah,2024,Silver
CUST01400,Female,51,Makkah,2019,Gold
CUST01401,Male,70,Eastern,2022,Bronze
CUST01402,Male,63,Eastern,2025,Platinum
CUST01403,Male,23,Riyadh,2022,Silver
CUST01404,Female,31,Tabuk,2019,Gold
CUST01405,Female,55,Asir,2023,Platinum
CUST01406,Female,55,Tabuk,2024,Platinum
CUST01407,Female,62,Tabuk,2024,Platinum
CUST01408,Male,27,Asir,2020,Platinum
CUST01409,Female,26,Asir,2025,Bronze
CUST01410,Male,47,Tabuk,2019,Silver
CUST01411,Female,25,Hail,2025,Platinum
CUST01412,Male,25,Eastern,2023,Gold
CUST01413,Male,51,Jeddah,2019,Gold
CUST01414,Female,41,Madinah,2021,Platinum
CUST01415,Male,68,Jeddah,2020,Platinum
CUST01416,Male,37,Madinah,2020,Silver
CUST01417,Female,18,Riyadh,2023,Gold
CUST01418,Male,20,Eastern,2022,Gold
CUST01419,Female,39,Eastern,2022,Silver
CUST01420,Male,50,Tabuk,2025,Platinum
CUST01421,Female,27,Eastern,2019,Platinum
CUST01422,Female,32,Eastern,2021,Bronze
CUST01423,Female,65,Madinah,2024,Bronze
CUST01424,Male,63,Riyadh,2023,Gold
CUST01425,Male,59,Asir,2019,Silver
CUST01426,Male,54,Asir,2020,Platinum
CUST01427,Male,25,Asir,2020,Bronze
CUST01428,Female,68,Makkah,2020,Platinum
CUST01429,Male,69,Asir,2023,Gold
CUST01430,Female,55,Riyadh,2022,Bronze
CUST01431,Female,45,Jeddah,2022,Bronze
CUST01432,Female,42,Madinah,2019,Bronze
CUST01433,Male,52,Jeddah,2021,Silver
CUST01434,Male,34,Riyadh,2020,Gold
CUST01435,Female,61,Jeddah,2019,Gold
CUST01436,Male,19,Riyadh,2021,Platinum
CUST01437,Male,38,Jeddah,2022,Gold
CUST01438,Female,42,Riyadh,2019,Silver
CUST01439,Male,66,Hail,2023,Silver
CUST01440,Female,50,Asir,2022,Bronze
CUST01441,Female,21,Eastern,2022,Platinum
CUST01442,Male,48,Riyadh,2022,Silver
CUST01443,Male,35,Asir,2023,Bronze
CUST01444,Male,66,Asir,2024,Silver
CUST01445,Female,54,Eastern,2022,Bronze
CUST01446,Male,68,Jeddah,2021,Silver
CUST01447,Male,52,Eastern,2023,Platinum
CUST01448,Male,18,Tabuk,2025,Gold
CUST01449,Male,18,Riyadh,2022,Gold
CUST01450,Female,61,Eastern,2021,Silver
CUST01451,Female,20,Jeddah,2024,Bronze
CUST01452,Female,23,Eastern,2024,Bronze
CUST01453,Male,64,Asir,2021,Platinum
CUST01454,Male,57,Asir,2025,Gold
CUST01455,Female,58,Madinah,2025,Platinum
CUST01456,Female,33,Eastern,2021,Silver
CUST01457,Female,56,Eastern,2019,Silver
CUST01458,Male,56,Tabuk,2019,Bronze
CUST01459,Male,44,Asir,2024,Platinum
CUST01460,Female,52,Riyadh,2025,Bronze
CUST01461,Male,70,Tabuk,2024,Bronze
CUST01462,Female,70,Eastern,2025,Gold
CUST01463,Female,29,Riyadh,2019,Platinum
CUST01464,Female,30,Tabuk,2019,Silver
CUST01465,Male,66,Madinah,2024,Gold
CUST01466,Male,23,Hail,2024,Gold
CUST01467,Male,32,Tabuk,2021,Bronze
CUST01468,Female,49,Hail,2020,Bronze
CUST01469,Male,70,Eastern,2019,Gold
CUST01470,Female,28,Asir,2020,Silver
CUST01471,Male,55,Jeddah,2024,Bronze
CUST01472,Male,34,Hail,2025,Silver
CUST01473,Female,30,Riyadh,2024,Gold
CUST01474,Female,18,Eastern,2024,Bronze
CUST01475,Female,45,Eastern,2021,Bronze
CUST01476,Female,49,Eastern,2023,Bronze
CUST01477,Male,21,Madinah,2022,Platinum
CUST01478,Female,18,Eastern,2020,Gold
CUST01479,Male,54,Riyadh,2024,Silver
CUST01480,Female,22,Makkah,2020,Silver
CUST01481,Female,37,Riyadh,2024,Bronze
CUST01482,Male,48,Eastern,2025,Bronze
CUST01483,Female,34,Makkah,2019,Platinum
CUST01484,Male,39,Riyadh,2025,Gold
CUST01485,Male,22,Hail,2023,Platinum
CUST01486,Male,58,Tabuk,2023,Bronze
CUST01487,Male,21,Riyadh,2022,Gold
CUST01488,Male,68,Jeddah,2019,Platinum
CUST01489,Male,37,Hail,2024,Platinum
CUST01490,Male,24,Riyadh,2023,Bronze
CUST01491,Female,42,Eastern,2019,Platinum
CUST01492,Male,56,Hail,2019,Platinum
CUST01493,Female,47,Eastern,2023,Bronze
CUST01494,Female,59,Riyadh,2022,Gold
CUST01495,Male,24,Riyadh,2019,Bronze
CUST01496,Male,54,Jeddah,2024,Gold
CUST01497,Female,44,Tabuk,2024,Platinum
CUST01498,Male,33,Jeddah,2025,Bronze
CUST01499,Male,26,Madinah,2023,Platinum
CUST01500,Female,37,Hail,2023,Silver
CUST01501,Male,48,Madinah,2023,Gold
CUST01502,Female,41,Riyadh,2023,Silver
CUST01503,Male,33,Asir,2025,Bronze
CUST01504,Female,40,Makkah,2020,Silver
CUST01505,Male,39,Makkah,2024,Platinum
CUST01506,Female,56,Eastern,2025,Gold
CUST01507,Female,44,Eastern,2020,Bronze
CUST01508,Female,68,Riyadh,2022,Silver
CUST01509,Male,58,Makkah,2024,Silver
CUST01510,Female,57,Makkah,2020,Platinum
CUST01511,Female,69,Eastern,2020,Platinum
CUST01512,Male,70,Riyadh,2021,Bronze
CUST01513,Male,40,Riyadh,2023,Bronze
CUST01514,Male,36,Tabuk,2020,Gold
CUST01515,Male,19,Makkah,2020,Gold
CUST01516,Male,32,Madinah,2024,Silver
CUST01517,Female,53,Makkah,2020,Silver
CUST01518,Male,29,Madinah,2019,Bronze
CUST01519,Male,42,Riyadh,2021,Silver
CUST01520,Female,47,Makkah,2021,Gold
CUST01521,Male,51,Hail,2022,Bronze
CUST01522,Male,27,Jeddah,2025,Silver
CUST01523,Male,52,Eastern,2024,Gold
CUST01524,Female,56,Eastern,2024,Silver
CUST01525,Male,66,Hail,2023,Silver
CUST01526,Female,68,Jeddah,2021,Silver
CUST01527,Male,58,Madinah,2025,Silver
CUST01528,Female,31,Riyadh,2025,Platinum
CUST01529,Male,28,Asir,2022,Gold
CUST01530,Female,51,Tabuk,2020,Gold
CUST01531,Female,51,Tabuk,2024,Platinum
CUST01532,Female,35,Hail,2022,Bronze
CUST01533,Male,32,Makkah,2022,Silver
CUST01534,Female,31,Madinah,2022,Platinum
CUST01535,Male,41,Madinah,2023,Bronze
CUST01536,Male,66,Riyadh,2021,Platinum
CUST01537,Female,32,Hail,2019,Platinum
CUST01538,Female,45,Tabuk,2022,Platinum
CUST01539,Female,41,Tabuk,2021,Gold
CUST01540,Female,19,Jeddah,2022,Silver
CUST01541,Female,59,Riyadh,2021,Bronze
CUST01542,Female,50,Asir,2023,Bronze
CUST01543,Female,32,Riyadh,2019,Bronze
CUST01544,Female,20,Asir,2020,Gold
CUST01545,Male,61,Eastern,2021,Gold
CUST01546,Female,30,Hail,2020,Gold
CUST01547,Male,67,Madinah,2021,Gold
CUST01548,Female,43,Hail,2025,Bronze
CUST01549,Female,59,Asir,2025,Silver
CUST01550,Female,32,Makkah,2024,Silver
CUST01551,Female,32,Asir,2023,Platinum
CUST01552,Female,39,Riyadh,2021,Silver
CUST01553,Female,67,Eastern,2020,Platinum
CUST01554,Female,53,Riyadh,2021,Silver
CUST01555,Male,37,Riyadh,2022,Gold
CUST01556,Female,32,Eastern,2022,Platinum
CUST01557,Female,38,Hail,2019,Bronze
CUST01558,Male,27,Eastern,2023,Platinum
CUST01559,Female,31,Eastern,2019,Platinum
CUST01560,Male,48,Riyadh,2021,Platinum
CUST01561,Female,23,Jeddah,2019,Silver
CUST01562,Male,70,Hail,2022,Bronze
CUST01563,Male,30,Riyadh,2022,Gold
CUST01564,Male,32,Madinah,2024,Bronze
CUST01565,Female,21,Eastern,2023,Bronze
CUST01566,Male,38,Eastern,2022,Silver
CUST01567,Male,26,Asir,2022,Platinum
CUST01568,Male,42,Makkah,2020,Silver
CUST01569,Female,45,Tabuk,2020,Gold
CUST01570,Male,50,Tabuk,2021,Silver
CUST01571,Male,27,Tabuk,2019,Platinum
CUST01572,Male,51,Eastern,2023,Platinum
CUST01573,Female,47,Hail,2019,Bronze
CUST01574,Female,59,Tabuk,2021,Gold
CUST01575,Female,57,Jeddah,2022,Silver
CUST01576,Male,57,Eastern,2022,Platinum
CUST01577,Male,62,Hail,2019,Platinum
CUST01578,Male,33,Jeddah,2021,Gold
CUST01579,Male,62,Makkah,2022,Platinum
CUST01580,Male,41,Riyadh,2025,Bronze
CUST01581,Female,44,Tabuk,2020,Gold
CUST01582,Male,50,Riyadh,2022,Bronze
CUST01583,Male,58,Tabuk,2022,Gold
CUST01584,Female,30,Eastern,2019,Bronze
CUST01585,Female,25,Jeddah,2021,Platinum
CUST01586,Female,47,Riyadh,2019,Silver
CUST01587,Female,26,Tabuk,2025,Gold
CUST01588,Male,28,Riyadh,2023,Bronze
CUST01589,Male,36,Riyadh,2023,Platinum
CUST01590,Male,22,Riyadh,2024,Gold
CUST01591,Male,46,Eastern,2020,Silver
CUST01592,Male,61,Asir,2020,Platinum
CUST01593,Male,58,Asir,2024,Bronze
CUST01594,Female,62,Madinah,2022,Bronze
CUST01595,Male,21,Eastern,2025,Silver
CUST01596,Male,41,Makkah,2020,Bronze
CUST01597,Male,44,Riyadh,2019,Gold
CUST01598,Male,61,Riyadh,2020,Bronze
CUST01599,Male,64,Jeddah,2019,Platinum
CUST01600,Male,70,Eastern,2021,Silver
CUST01601,Male,52,Eastern,2022,Bronze
CUST01602,Male,31,Riyadh,2021,Gold
CUST01603,Male,18,Eastern,2024,Gold
CUST01604,Male,42,Makkah,2022,Silver
CUST01605,Male,60,Madinah,2024,Gold
CUST01606,Male,22,Makkah,2022,Gold
CUST01607,Female,24,Asir,2025,Silver
CUST01608,Female,24,Hail,2021,Platinum
CUST01609,Male,39,Jeddah,2024,Gold
CUST01610,Female,22,Eastern,2019,Platinum
CUST01611,Female,50,Makkah,2023,Bronze
CUST01612,Male,19,Hail,2025,Bronze
CUST01613,Female,33,Eastern,2025,Silver
CUST01614,Male,21,Jeddah,2021,Platinum
CUST01615,Female,30,Jeddah,2022,Silver
CUST01616,Male,33,Hail,2022,Gold
CUST01617,Male,35,Eastern,2024,Bronze
CUST01618,Female,59,Madinah,2025,Bronze
CUST01619,Male,64,Eastern,2021,Silver
CUST01620,Male,52,Riyadh,2024,Silver
CUST01621,Male,56,Eastern,2023,Gold
CUST01622,Male,46,Riyadh,2019,Platinum
CUST01623,Male,30,Riyadh,2024,Silver
CUST01624,Male,26,Riyadh,2020,Silver
CUST01625,Male,50,Riyadh,2022,Platinum
CUST01626,Female,28,Makkah,2020,Platinum
CUST01627,Male,56,Makkah,2021,Gold
CUST01628,Female,58,Makkah,2021,Platinum
CUST01629,Male,41,Eastern,2022,Silver
CUST01630,Female,46,Eastern,2023,Platinum
CUST01631,Male,70,Tabuk,2019,Platinum
CUST01632,Female,23,Madinah,2023,Silver
CUST01633,Male,34,Eastern,2022,Gold
CUST01634,Female,36,Eastern,2023,Platinum
CUST01635,Male,39,Jeddah,2024,Platinum
CUST01636,Male,27,Makkah,2019,Bronze
CUST01637,Female,49,Eastern,2022,Platinum
CUST01638,Female,42,Tabuk,2021,Bronze
CUST01639,Female,20,Riyadh,2022,Silver
CUST01640,Male,66,Eastern,2021,Gold
CUST01641,Female,58,Eastern,2024,Bronze
CUST01642,Female,45,Makkah,2020,Platinum
CUST01643,Male,70,Eastern,2024,Bronze
CUST01644,Male,34,Hail,2022,Silver
CUST01645,Female,33,Hail,2023,Silver
CUST01646,Male,25,Riyadh,2024,Platinum
CUST01647,Female,63,Hail,2019,Silver
CUST01648,Female,28,Eastern,2021,Gold
CUST01649,Female,55,Madinah,2024,Platinum
CUST01650,Male,24,Hail,2025,Gold
CUST01651,Male,35,Makkah,2024,Platinum
CUST01652,Female,18,Jeddah,2025,Platinum
CUST01653,Male,24,Riyadh,2025,Platinum
CUST01654,Female,59,Madinah,2024,Platinum
CUST01655,Male,29,Eastern,2020,Silver
CUST01656,Male,49,Jeddah,2023,Bronze
CUST01657,Female,54,Makkah,2020,Silver
CUST01658,Male,65,Jeddah,2025,Silver
CUST01659,Female,44,Tabuk,2024,Bronze
CUST01660,Male,23,Madinah,2019,Platinum
CUST01661,Male,35,Riyadh,2021,Bronze
CUST01662,Male,48,Tabuk,2024,Bronze
CUST01663,Male,21,Madinah,2025,Bronze
CUST01664,Male,24,Makkah,2023,Bronze
CUST01665,Female,56,Asir,2025,Gold
CUST01666,Female,48,Eastern,2023,Platinum
CUST01667,Female,41,Eastern,2021,Silver
CUST01668,Female,60,Eastern,2022,Bronze
CUST01669,Female,39,Riyadh,2019,Platinum
CUST01670,Female,64,Jeddah,2019,Bronze
CUST01671,Female,62,Makkah,2021,Platinum
CUST01672,Female,50,Eastern,2024,Silver
CUST01673,Male,58,Eastern,2019,Gold
CUST01674,Male,69,Eastern,2024,Platinum
CUST01675,Male,56,Tabuk,2022,Bronze
CUST01676,Female,45,Tabuk,2024,Bronze
CUST01677,Female,36,Hail,2020,Silver
CUST01678,Male,26,Tabuk,2025,Bronze
CUST01679,Female,61,Asir,2025,Platinum
CUST01680,Male,46,Riyadh,2022,Silver
CUST01681,Male,31,Jeddah,2025,Bronze
CUST01682,Male,45,Riyadh,2020,Gold
CUST01683,Female,67,Madinah,2020,Gold
CUST01684,Female,60,Riyadh,2024,Silver
CUST01685,Female,23,Eastern,2025,Silver
CUST01686,Male,59,Eastern,2022,Platinum
CUST01687,Female,69,Makkah,2020,Gold
CUST01688,Male,36,Riyadh,2019,Bronze
CUST01689,Female,65,Hail,2020,Bronze
CUST01690,Female,26,Eastern,2022,Bronze
CUST01691,Female,21,Hail,2023,Silver
CUST01692,Female,45,Eastern,2025,Gold
CUST01693,Male,51,Hail,2023,Silver
CUST01694,Male,43,Riyadh,2023,Platinum
CUST01695,Female,27,Madinah,2025,Silver
CUST01696,Female,61,Tabuk,2020,Gold
CUST01697,Male,65,Riyadh,2023,Gold
CUST01698,Female,50,Riyadh,2021,Platinum
CUST01699,Male,49,Madinah,2024,Platinum
CUST01700,Male,69,Eastern,2020,Silver
CUST01701,Male,62,Riyadh,2025,Silver
CUST01702,Female,64,Eastern,2021,Silver
CUST01703,Male,53,Eastern,2021,Platinum
CUST01704,Female,40,Eastern,2022,Bronze
CUST01705,Female,36,Makkah,2024,Platinum
CUST01706,Male,26,Eastern,2025,Bronze
CUST01707,Female,47,Jeddah,2023,Silver
CUST01708,Female,62,Tabuk,2021,Silver
CUST01709,Male,31,Makkah,2024,Bronze
CUST01710,Female,64,Hail,2019,Silver
CUST01711,Female,45,Jeddah,2019,Bronze
CUST01712,Female,48,Jeddah,2019,Bronze
CUST01713,Female,55,Eastern,2020,Platinum
CUST01714,Male,20,Riyadh,2020,Platinum
CUST01715,Female,37,Hail,2020,Platinum
CUST01716,Male,67,Tabuk,2025,Platinum
CUST01717,Female,58,Tabuk,2021,Bronze
CUST01718,Male,25,Riyadh,2019,Platinum
CUST01719,Male,19,Hail,2023,Platinum
CUST01720,Female,62,Riyadh,2025,Silver
CUST01721,Female,48,Eastern,2021,Silver
CUST01722,Male,38,Riyadh,2024,Silver
CUST01723,Female,70,Riyadh,2022,Platinum
CUST01724,Male,51,Hail,2023,Bronze
CUST01725,Male,60,Riyadh,2020,Silver
CUST01726,Male,53,Tabuk,2025,Gold
CUST01727,Male,20,Jeddah,2023,Silver
CUST01728,Male,23,Asir,2021,Bronze
CUST01729,Male,25,Asir,2021,Gold
CUST01730,Male,45,Riyadh,2020,Gold
CUST01731,Male,51,Madinah,2024,Platinum
CUST01732,Male,54,Tabuk,2024,Gold
CUST01733,Female,56,Asir,2023,Silver
CUST01734,Male,60,Riyadh,2020,Bronze
CUST01735,Male,27,Madinah,2025,Silver
CUST01736,Male,56,Asir,2020,Gold
CUST01737,Female,26,Hail,2022,Bronze
CUST01738,Female,34,Eastern,2024,Silver
CUST01739,Female,47,Riyadh,2021,Platinum
CUST01740,Male,52,Makkah,2019,Gold
CUST01741,Male,63,Eastern,2023,Silver
CUST01742,Female,70,Jeddah,2021,Platinum
CUST01743,Female,19,Hail,2020,Bronze
CUST01744,Female,25,Asir,2019,Platinum
CUST01745,Male,39,Riyadh,2021,Gold
CUST01746,Female,27,Makkah,2021,Bronze
CUST01747,Male,42,Makkah,2022,Bronze
CUST01748,Male,29,Asir,2024,Gold
CUST01749,Female,24,Asir,2021,Gold
CUST01750,Female,56,Riyadh,2019,Silver
CUST01751,Female,66,Eastern,2020,Gold
CUST01752,Female,48,Hail,2020,Gold
CUST01753,Male,61,Asir,2024,Silver
CUST01754,Male,27,Eastern,2023,Gold
CUST01755,Male,64,Eastern,2024,Silver
CUST01756,Female,63,Tabuk,2020,Platinum
CUST01757,Female,69,Tabuk,2023,Gold
CUST01758,Female,45,Asir,2024,Silver
CUST01759,Female,58,Riyadh,2021,Platinum
CUST01760,Female,23,Riyadh,2019,Silver
CUST01761,Male,28,Hail,2019,Bronze
CUST01762,Female,53,Tabuk,2025,Bronze
CUST01763,Female,61,Asir,2024,Silver
CUST01764,Female,49,Asir,2024,Bronze
CUST01765,Female,18,Hail,2020,Bronze
CUST01766,Female,62,Asir,2024,Gold
CUST01767,Male,65,Asir,2024,Bronze
CUST01768,Female,28,Asir,2020,Silver
CUST01769,Male,41,Jeddah,2023,Gold
CUST01770,Male,45,Tabuk,2022,Silver
CUST01771,Female,25,Eastern,2024,Silver
CUST01772,Male,36,Madinah,2022,Gold
CUST01773,Female,31,Riyadh,2024,Platinum
CUST01774,Male,37,Asir,2025,Bronze
CUST01775,Female,57,Tabuk,2019,Gold
CUST01776,Male,57,Tabuk,2021,Gold
CUST01777,Female,24,Riyadh,2021,Silver
CUST01778,Female,40,Riyadh,2019,Platinum
CUST01779,Female,30,Riyadh,2023,Silver
CUST01780,Female,25,Tabuk,2019,Silver
CUST01781,Female,32,Tabuk,2022,Gold
CUST01782,Female,41,Eastern,2020,Gold
CUST01783,Male,46,Tabuk,2020,Silver
CUST01784,Female,65,Eastern,2019,Gold
CUST01785,Male,25,Makkah,2021,Bronze
CUST01786,Male,43,Eastern,2024,Gold
CUST01787,Male,28,Makkah,2022,Gold
CUST01788,Male,44,Tabuk,2023,Platinum
CUST01789,Male,38,Eastern,2023,Platinum
CUST01790,Male,25,Riyadh,2025,Bronze
CUST01791,Male,27,Eastern,2023,Bronze
CUST01792,Male,21,Eastern,2022,Bronze
CUST01793,Female,48,Madinah,2021,Platinum
CUST01794,Male,66,Eastern,2020,Silver
CUST01795,Male,33,Madinah,2025,Bronze
CUST01796,Female,62,Makkah,2024,Platinum
CUST01797,Male,48,Riyadh,2024,Silver
CUST01798,Male,55,Jeddah,2020,Bronze
CUST01799,Male,43,Riyadh,2021,Silver
CUST01800,Male,45,Riyadh,2023,Silver
CUST01801,Male,21,Eastern,2022,Gold
CUST01802,Male,32,Eastern,2022,Platinum
CUST01803,Male,50,Eastern,2024,Bronze
CUST01804,Female,25,Madinah,2021,Gold
CUST01805,Female,63,Eastern,2020,Gold
CUST01806,Male,29,Riyadh,2019,Bronze
CUST01807,Female,31,Madinah,2022,Gold
CUST01808,Male,45,Jeddah,2021,Platinum
CUST01809,Female,39,Madinah,2019,Bronze
CUST01810,Male,61,Asir,2025,Silver
CUST01811,Female,41,Eastern,2024,Gold
CUST01812,Male,59,Madinah,2020,Platinum
CUST01813,Male,24,Jeddah,2024,Bronze
CUST01814,Male,55,Makkah,2020,Platinum
CUST01815,Male,22,Asir,2023,Gold
CUST01816,Female,64,Tabuk,2025,Silver
CUST01817,Male,20,Jeddah,2020,Platinum
CUST01818,Female,66,Asir,2021,Gold
CUST01819,Female,58,Riyadh,2022,Bronze
CUST01820,Female,44,Asir,2023,Bronze
CUST01821,Male,56,Madinah,2024,Silver
CUST01822,Female,20,Hail,2019,Silver
CUST01823,Female,49,Asir,2025,Bronze
CUST01824,Male,46,Asir,2022,Platinum
CUST01825,Female,56,Madinah,2020,Silver
CUST01826,Male,28,Hail,2020,Bronze
CUST01827,Female,50,Asir,2021,Gold
CUST01828,Male,36,Madinah,2023,Bronze
CUST01829,Male,32,Riyadh,2023,Silver
CUST01830,Female,20,Jeddah,2021,Silver
CUST01831,Female,68,Riyadh,2024,Silver
CUST01832,Male,52,Riyadh,2019,Gold
CUST01833,Female,38,Riyadh,2024,Gold
CUST01834,Male,44,Hail,2021,Gold
CUST01835,Male,58,Riyadh,2025,Gold
CUST01836,Male,64,Madinah,2020,Gold
CUST01837,Male,52,Hail,2019,Platinum
CUST01838,Female,58,Hail,2023,Silver
CUST01839,Female,32,Eastern,2021,Silver
CUST01840,Female,27,Tabuk,2020,Platinum
CUST01841,Female,27,Tabuk,2019,Platinum
CUST01842,Male,47,Jeddah,2025,Silver
CUST01843,Male,54,Tabuk,2024,Silver
CUST01844,Female,19,Madinah,2020,Silver
CUST01845,Female,61,Hail,2020,Bronze
CUST01846,Male,22,Eastern,2020,Platinum
CUST01847,Female,24,Asir,2020,Bronze
CUST01848,Male,42,Eastern,2019,Bronze
CUST01849,Male,66,Riyadh,2020,Silver
CUST01850,Male,35,Jeddah,2024,Bronze
CUST01851,Male,68,Riyadh,2023,Gold
CUST01852,Male,30,Jeddah,2022,Platinum
CUST01853,Male,37,Eastern,2022,Silver
CUST01854,Male,21,Asir,2024,Gold
CUST01855,Male,19,Riyadh,2019,Gold
CUST01856,Male,50,Eastern,2020,Bronze
CUST01857,Male,19,Makkah,2022,Platinum
CUST01858,Male,40,Madinah,2020,Platinum
CUST01859,Male,49,Jeddah,2019,Silver
CUST01860,Male,36,Eastern,2019,Gold
