TransactionID,Date,CustomerID,ProductID,Branch,Quantity,UnitPrice,SalesAmount,Rating,ReviewCategory
TXN002063,2019-11-29,CUST03009,PRD0681,Tabuk,5,292.09,1460.45,1,Poor
TXN002064,2022-10-12,CUST04064,PRD0197,Hail,3,68.61,205.83,5,Poor
TXN002065,2022-11-25,CUST02588,PRD0168,Abha,7,492.59,3448.13,4,Excellent
TXN002066,2023-07-01,CUST00809,PRD0747,Tabuk,9,431.62,3884.58,1,Average
TXN002067,2020-04-09,CUST02156,PRD0096,Riyadh South,2,132.74,265.48,2,Average
TXN002068,2024-08-13,CUST03412,PRD0320,Tabuk,6,443.98,2663.88,2,Excellent
TXN002069,2021-04-15,CUST03850,PRD0455,Madinah,2,461.93,923.86,1,Excellent
TXN002070,2023-08-06,CUST02601,PRD0412,Riyadh North,10,163.98,1639.8,5,Average
TXN002071,2024-05-02,CUST00061,PRD0759,Riyadh South,1,100.07,100.07,1,Poor
TXN002072,2023-07-10,CUST00855,PRD0092,Makkah,8,19.32,154.56,1,Excellent
TXN002073,2020-02-29,CUST04361,PRD0689,Makkah,3,228.71,686.13,1,Excellent
TXN002074,2024-02-07,CUST02605,PRD0167,Tabuk,1,469.07,469.07,5,Poor
TXN002075,2023-01-04,CUST00522,PRD0433,Hail,5,11.05,55.25,1,Average
TXN002076,2022-04-05,CUST03586,PRD0133,Abha,7,362.79,2539.53,2,Average
TXN002077,2019-11-04,CUST01686,PRD0126,Madinah,7,435.68,3049.76,2,Average
TXN002078,2019-10-13,CUST03876,PRD0126,Dammam,5,439.87,2199.35,3,Poor
TXN002079,2023-11-23,CUST04327,PRD0148,Jeddah Central,5,455.24,2276.2,2,Good
TXN002080,2019-09-13,CUST02408,PRD0660,Jeddah Central,7,447.81,3134.67,1,Excellent
TXN002081,2023-09-28,CUST01838,PRD0524,Abha,5,203.16,1015.8,5,Average
TXN002082,2020-02-05,CUST01220,PRD0643,Makkah,12,172.28,2067.36,3,Poor
TXN002083,2023-05-21,CUST04058,PRD0327,Madinah,3,36.99,110.97,4,Average
TXN002084,2022-08-23,CUST03549,PRD0193,Madinah,4,53.78,215.12,5,Average
TXN002085,2019-02-09,CUST02360,PRD0441,Riyadh South,1,390.67,390.67,1,Good
TXN002086,2024-05-02,CUST02381,PRD0669,Khobar,2,466.02,932.04,2,Excellent
TXN002087,2019-02-18,CUST00373,PRD0509,Tabuk,9,301.32,2711.88,5,Poor
TXN002088,2025-06-19,CUST03079,PRD0701,Riyadh North,12,164.01,1968.12,1,Good
TXN002089,2019-02-26,CUST02644,PRD0281,Madinah,2,349.27,698.54,3,Poor
TXN002090,2022-06-09,CUST01826,PRD0511,Dammam,4,122.87,491.48,5,Poor
TXN002091,2021-10-15,CUST00769,PRD0443,Khobar,10,241.52,2415.2,5,Average
TXN002092,2020-10-01,CUST03963,PRD0372,Dammam,4,42.87,171.48,1,Average
TXN002093,2019-01-17,CUST00677,PRD0578,Riyadh South,4,239.52,958.08,5,Average
TXN002094,2025-12-20,CUST03668,PRD0408,Madinah,9,288.29,2594.61,1,Average
TXN002095,2020-11-23,CUST02903,PRD0579,Riyadh North,1,167.14,167.14,5,Average
TXN002096,2024-06-01,CUST04347,PRD0585,Madinah,3,253.58,760.74,4,Good
TXN002097,2023-05-19,CUST01684,PRD0408,Hail,9,29.57,266.13,5,Good
TXN002098,2022-03-25,CUST00778,PRD0079,Riyadh South,7,470.25,3291.75,5,Average
TXN002099,2022-01-08,CUST03124,PRD0037,Jeddah Central,12,361.92,4343.04,4,Excellent
TXN002100,2024-09-22,CUST00442,PRD0546,Khobar,12,373.84,4486.08,5,Good
TXN002101,2019-12-31,CUST00965,PRD0781,Tabuk,2,79.3,158.6,5,Average
TXN002102,2025-10-04,CUST01313,PRD0143,Makkah,9,78.52,706.68,2,Excellent
TXN002103,2021-01-29,CUST01123,PRD0338,Dammam,7,245.59,1719.13,1,Good
TXN002104,2024-10-27,CUST01433,PRD0353,Tabuk,7,66.03,462.21,1,Average
TXN002105,2020-01-12,CUST04070,PRD0195,Tabuk,5,396.62,1983.1,2,Good
TXN002106,2021-04-05,CUST04015,PRD0324,Madinah,11,248.49,2733.39,2,Excellent
TXN002107,2022-06-21,CUST02070,PRD0740,Jeddah Central,3,10.87,32.61,1,Poor
TXN002108,2025-08-29,CUST03028,PRD0245,Abha,8,134.15,1073.2,4,Excellent
TXN002109,2025-12-04,CUST02805,PRD0726,Riyadh North,10,147.31,1473.1,3,Good
TXN002110,2022-09-13,CUST00018,PRD0232,Hail,11,404.33,4447.63,3,Average
TXN002111,2025-02-20,CUST04972,PRD0504,Makkah,8,305.86,2446.88,4,Average
TXN002112,2021-01-16,CUST02853,PRD0501,Tabuk,4,232.86,931.44,2,Good
TXN002113,2024-11-02,CUST00586,PRD0739,Jeddah Central,11,54.27,596.97,5,Good
TXN002114,2019-12-15,CUST00604,PRD0246,Makkah,6,56.32,337.92,2,Excellent
TXN002115,2020-03-13,CUST03056,PRD0031,Riyadh North,8,167.45,1339.6,2,Average
TXN002116,2023-07-17,CUST02363,PRD0591,Riyadh South,5,477.57,2387.85,2,Good
TXN002117,2020-07-25,CUST01394,PRD0747,Riyadh North,3,94.77,284.31,5,Poor
TXN002118,2021-10-18,CUST03888,PRD0537,Riyadh North,6,443.81,2662.86,5,Average
TXN002119,2021-04-28,CUST00098,PRD0599,Abha,2,128.03,256.06,3,Poor
TXN002120,2024-10-27,CUST01015,PRD0211,Makkah,8,310.9,2487.2,1,Poor
TXN002121,2025-03-18,CUST00444,PRD0191,Abha,3,191.01,573.03,1,Good
TXN002122,2024-01-03,CUST01900,PRD0070,Riyadh South,6,57.82,346.92,4,Average
TXN002123,2022-01-10,CUST02019,PRD0732,Abha,10,274.51,2745.1,1,Good
TXN002124,2023-12-25,CUST03586,PRD0654,Makkah,5,492.38,2461.9,5,Excellent
TXN002125,2020-01-28,CUST02050,PRD0229,Hail,4,225.47,901.88,3,Poor
TXN002126,2020-11-23,CUST00256,PRD0314,Tabuk,6,160.01,960.06,4,Excellent
TXN002127,2019-03-05,CUST02638,PRD0329,Abha,4,459.52,1838.08,5,Good
TXN002128,2021-04-17,CUST01019,PRD0271,Abha,9,363.15,3268.35,1,Good
TXN002129,2025-05-01,CUST02638,PRD0668,Riyadh North,12,120.01,1440.12,2,Average
TXN002130,2024-07-08,CUST01360,PRD0493,Dammam,10,487.77,4877.7,5,Poor
TXN002131,2022-12-21,CUST03041,PRD0225,Khobar,8,39.72,317.76,3,Excellent
TXN002132,2022-08-08,CUST03656,PRD0241,Riyadh North,4,373.03,1492.12,4,Poor
TXN002133,2023-09-01,CUST03290,PRD0698,Makkah,8,35.12,280.96,2,Excellent
TXN002134,2020-02-14,CUST00765,PRD0587,Riyadh South,2,360.72,721.44,5,Average
TXN002135,2022-10-12,CUST02007,PRD0762,Tabuk,4,17.65,70.6,2,Excellent
TXN002136,2021-02-18,CUST03995,PRD0262,Tabuk,11,33.25,365.75,5,Excellent
TXN002137,2024-03-25,CUST01731,PRD0009,Riyadh North,4,245.39,981.56,4,Excellent
TXN002138,2025-01-14,CUST00120,PRD0595,Madinah,3,440.16,1320.48,3,Good
TXN002139,2019-07-04,CUST03205,PRD0489,Jeddah Central,3,404.19,1212.57,3,Poor
TXN002140,2022-05-07,CUST02212,PRD0131,Tabuk,5,218.64,1093.2,2,Good
TXN002141,2023-01-15,CUST02691,PRD0329,Jeddah Central,1,385.05,385.05,5,Excellent
TXN002142,2022-10-05,CUST03614,PRD0734,Hail,4,195.37,781.48,1,Good
TXN002143,2019-04-10,CUST00281,PRD0462,Hail,3,453.73,1361.19,3,Poor
TXN002144,2025-02-25,CUST01919,PRD0678,Dammam,10,16.23,162.3,3,Excellent
TXN002145,2025-01-09,CUST03395,PRD0102,Abha,10,304.22,3042.2,3,Average
TXN002146,2022-08-11,CUST03660,PRD0446,Abha,6,475.97,2855.82,1,Poor
TXN002147,2021-12-15,CUST02578,PRD0302,Madinah,3,21.64,64.92,1,Average
TXN002148,2019-12-14,CUST03440,PRD0379,Tabuk,12,334.66,4015.92,3,Excellent
TXN002149,2025-04-29,CUST03225,PRD0179,Tabuk,1,62.94,62.94,3,Good
TXN002150,2019-05-26,CUST02110,PRD0025,Riyadh South,2,115.92,231.84,3,Excellent
TXN002151,2022-11-30,CUST03176,PRD0756,Tabuk,11,271.73,2989.03,1,Excellent
TXN002152,2021-11-09,CUST04253,PRD0279,Madinah,7,182.88,1280.16,1,Excellent
TXN002153,2019-02-25,CUST02400,PRD0042,Khobar,5,23.52,117.6,3,Average
TXN002154,2021-10-28,CUST01729,PRD0639,Madinah,8,195.6,1564.8,5,Poor
TXN002155,2022-12-08,CUST02311,PRD0175,Abha,6,206.11,1236.66,5,Good
TXN002156,2022-03-01,CUST03634,PRD0406,Khobar,7,71.6,501.2,1,Excellent
TXN002157,2021-02-27,CUST04936,PRD0544,Dammam,1,349.86,349.86,1,Excellent
TXN002158,2024-09-08,CUST00875,PRD0115,Khobar,3,335.46,1006.38,3,Good
TXN002159,2023-03-08,CUST03016,PRD0062,Hail,9,339.14,3052.26,3,Excellent
TXN002160,2022-06-16,CUST00177,PRD0247,Tabuk,2,172.41,344.82,1,Poor
TXN002161,2021-11-17,CUST02249,PRD0073,Tabuk,11,219.25,2411.75,4,Poor
TXN002162,2021-02-11,CUST01874,PRD0789,Jeddah Central,2,314.79,629.58,2,Excellent
TXN002163,2025-07-19,CUST01329,PRD0470,Dammam,7,238.55,1669.85,3,Poor
TXN002164,2020-02-13,CUST02397,PRD0424,Madinah,9,130.72,1176.48,4,Poor
TXN002165,2022-03-04,CUST01475,PRD0375,Madinah,11,255.01,2805.11,3,Excellent
TXN002166,2025-01-30,CUST00552,PRD0234,Riyadh South,3,256.7,770.1,2,Poor
TXN002167,2020-06-04,CUST02286,PRD0279,Tabuk,12,343.01,4116.12,5,Good
TXN002168,2025-06-26,CUST04708,PRD0469,Riyadh South,12,359.93,4319.16,3,Average
TXN002169,2024-12-11,CUST00041,PRD0590,Hail,5,14.91,74.55,3,Poor
TXN002170,2022-10-23,CUST03320,PRD0779,Makkah,9,131.26,1181.34,5,Good
TXN002171,2022-03-30,CUST04122,PRD0574,Tabuk,12,422.29,5067.48,5,Excellent
TXN002172,2024-05-06,CUST03911,PRD0770,Khobar,4,241.82,967.28,3,Poor
TXN002173,2021-04-22,CUST02034,PRD0464,Madinah,9,27.42,246.78,2,Average
TXN002174,2020-04-01,CUST03724,PRD0577,Riyadh South,2,428.23,856.46,4,Good
TXN002175,2025-01-13,CUST03566,PRD0586,Tabuk,8,156.77,1254.16,4,Poor
TXN002176,2023-06-28,CUST00669,PRD0772,Hail,1,347.58,347.58,1,Good
TXN002177,2023-02-03,CUST01034,PRD0168,Dammam,7,420.11,2940.77,5,Good
TXN002178,2020-04-08,CUST04066,PRD0460,Riyadh North,7,433.01,3031.07,5,Average
TXN002179,2023-09-19,CUST00957,PRD0771,Riyadh North,8,162.69,1301.52,3,Poor
TXN002180,2021-05-20,CUST03406,PRD0752,Tabuk,10,327.8,3278,1,Average
TXN002181,2022-02-10,CUST00910,PRD0457,Madinah,8,483.16,3865.28,1,Average
TXN002182,2024-01-19,CUST02992,PRD0480,Riyadh North,1,71.71,71.71,1,Average
TXN002183,2023-02-18,CUST00294,PRD0289,Hail,5,310.76,1553.8,5,Average
TXN002184,2024-02-21,CUST01774,PRD0332,Tabuk,3,188.25,564.75,3,Average
TXN002185,2025-03-01,CUST02760,PRD0276,Tabuk,6,171.63,1029.78,4,Poor
TXN002186,2021-05-12,CUST01506,PRD0248,Riyadh North,6,346.47,2078.82,3,Excellent
TXN002187,2025-05-04,CUST03681,PRD0350,Jeddah Central,4,391.27,1565.08,4,Poor
TXN002188,2020-06-19,CUST01171,PRD0541,Tabuk,11,354.85,3903.35,4,Average
TXN002189,2024-09-09,CUST04550,PRD0570,Hail,8,34.79,278.32,3,Good
TXN002190,2023-10-13,CUST03471,PRD0413,Hail,1,121.2,121.2,5,Excellent
TXN002191,2021-02-06,CUST02509,PRD0797,Madinah,8,220.41,1763.28,5,Good
TXN002192,2025-09-23,CUST00379,PRD0293,Riyadh North,4,347.52,1390.08,4,Poor
TXN002193,2020-02-25,CUST04062,PRD0443,Tabuk,6,115.85,695.1,5,Average
TXN002194,2020-07-25,CUST02359,PRD0285,Hail,8,57.55,460.4,1,Excellent
TXN002195,2023-05-15,CUST02734,PRD0198,Riyadh North,11,217.02,2387.22,4,Good
TXN002196,2022-11-06,CUST00812,PRD0622,Khobar,3,175.41,526.23,5,Excellent
TXN002197,2022-11-29,CUST00508,PRD0438,Tabuk,10,240.83,2408.3,5,Good
TXN002198,2021-05-02,CUST00174,PRD0055,Abha,8,336.6,2692.8,1,Good
TXN002199,2021-06-02,CUST04748,PRD0773,Riyadh North,12,157.4,1888.8,2,Good
TXN002200,2024-05-21,CUST03541,PRD0307,Hail,4,93.04,372.16,2,Average
TXN002201,2025-12-28,CUST00740,PRD0289,Khobar,2,278.34,556.68,5,Average
TXN002202,2025-11-06,CUST01430,PRD0628,Hail,2,63.4,126.8,3,Poor
TXN002203,2021-12-12,CUST00877,PRD0041,Abha,4,38.74,154.96,2,Poor
TXN002204,2025-09-21,CUST02927,PRD0097,Hail,5,220.15,1100.75,3,Excellent
TXN002205,2019-12-03,CUST01545,PRD0670,Makkah,3,18.61,55.83,5,Excellent
TXN002206,2023-02-14,CUST03545,PRD0618,Hail,7,492.01,3444.07,3,Good
TXN002207,2021-06-07,CUST04569,PRD0588,Makkah,5,414.41,2072.05,4,Average
TXN002208,2022-03-21,CUST03154,PRD0163,Makkah,9,252.95,2276.55,4,Poor
TXN002209,2021-09-15,CUST02659,PRD0314,Riyadh North,11,277.2,3049.2,2,Excellent
TXN002210,2021-01-04,CUST00650,PRD0460,Tabuk,8,396.22,3169.76,5,Good
TXN002211,2019-11-02,CUST02704,PRD0411,Dammam,3,182.09,546.27,2,Good
TXN002212,2023-10-05,CUST02277,PRD0455,Madinah,10,305.13,3051.3,5,Good
TXN002213,2024-03-23,CUST03780,PRD0148,Tabuk,7,477.31,3341.17,5,Good
TXN002214,2024-09-20,CUST02199,PRD0682,Hail,9,286.85,2581.65,1,Good
TXN002215,2024-11-26,CUST03995,PRD0447,Tabuk,8,87.04,696.32,3,Poor
TXN002216,2025-01-14,CUST02414,PRD0393,Riyadh North,10,46.32,463.2,4,Poor
TXN002217,2020-11-08,CUST03121,PRD0612,Dammam,7,433.77,3036.39,2,Average
TXN002218,2020-02-15,CUST00609,PRD0762,Abha,6,245.61,1473.66,1,Good
TXN002219,2019-03-16,CUST00066,PRD0293,Tabuk,1,135.62,135.62,1,Excellent
TXN002220,2020-07-05,CUST02036,PRD0610,Tabuk,5,128.43,642.15,1,Good
TXN002221,2023-09-26,CUST00817,PRD0374,Madinah,8,266.91,2135.28,5,Poor
TXN002222,2021-06-28,CUST04772,PRD0367,Makkah,6,19.83,118.98,3,Good
TXN002223,2019-09-16,CUST00933,PRD0678,Dammam,2,20.02,40.04,5,Average
TXN002224,2023-02-21,CUST00751,PRD0406,Makkah,8,422.46,3379.68,4,Excellent
TXN002225,2019-07-09,CUST03778,PRD0742,Madinah,12,359.33,4311.96,5,Good
TXN002226,2020-01-13,CUST00228,PRD0462,Tabuk,6,210.35,1262.1,2,Excellent
TXN002227,2021-01-27,CUST03648,PRD0107,Makkah,12,466.95,5603.4,4,Good
TXN002228,2021-08-24,CUST00363,PRD0610,Riyadh South,8,406.59,3252.72,1,Excellent
TXN002229,2022-03-31,CUST00629,PRD0580,Abha,3,209.8,629.4,5,Good
TXN002230,2020-10-14,CUST00128,PRD0744,Riyadh North,11,448.74,4936.14,4,Excellent
TXN002231,2021-05-04,CUST04863,PRD0537,Khobar,7,170.65,1194.55,4,Excellent
TXN002232,2020-12-01,CUST02219,PRD0666,Makkah,6,428.31,2569.86,3,Excellent
TXN002233,2022-02-07,CUST04564,PRD0483,Riyadh North,2,36.75,73.5,1,Average
TXN002234,2022-10-20,CUST01986,PRD0054,Riyadh South,2,447.62,895.24,1,Average
TXN002235,2025-11-08,CUST01238,PRD0643,Tabuk,7,33.77,236.39,4,Good
TXN002236,2022-01-27,CUST04973,PRD0775,Khobar,8,498.36,3986.88,4,Excellent
TXN002237,2022-09-02,CUST02723,PRD0263,Khobar,9,422.13,3799.17,2,Average
TXN002238,2024-04-18,CUST01386,PRD0359,Jeddah Central,1,419.51,419.51,3,Poor
TXN002239,2021-12-04,CUST02159,PRD0776,Abha,1,196.46,196.46,4,Excellent
TXN002240,2024-07-08,CUST04246,PRD0346,Jeddah Central,5,440.51,2202.55,4,Poor
TXN002241,2020-03-23,CUST00796,PRD0119,Khobar,5,283.07,1415.35,1,Average
TXN002242,2025-03-28,CUST02706,PRD0022,Dammam,2,285.92,571.84,4,Excellent
TXN002243,2025-03-30,CUST04493,PRD0175,Khobar,7,248.49,1739.43,3,Excellent
TXN002244,2021-12-11,CUST02450,PRD0278,Madinah,12,148.4,1780.8,2,Average
TXN002245,2020-08-16,CUST00154,PRD0767,Abha,7,249.37,1745.59,5,Excellent
TXN002246,2022-11-20,CUST01015,PRD0045,Makkah,2,167.56,335.12,4,Poor
TXN002247,2020-12-25,CUST03640,PRD0421,Riyadh North,9,129.77,1167.93,3,Good
TXN002248,2021-11-09,CUST04137,PRD0065,Riyadh South,7,364.18,2549.26,3,Good
TXN002249,2019-01-23,CUST00644,PRD0456,Tabuk,7,331.44,2320.08,1,Excellent
TXN002250,2023-10-24,CUST01802,PRD0548,Khobar,2,451.33,902.66,3,Poor
TXN002251,2020-09-23,CUST03830,PRD0688,Khobar,4,300,1200,4,Excellent
TXN002252,2019-07-14,CUST03761,PRD0321,Riyadh South,5,65.14,325.7,3,Excellent
TXN002253,2019-04-30,CUST03746,PRD0507,Dammam,7,11.88,83.16,1,Excellent
TXN002254,2019-01-23,CUST01467,PRD0460,Abha,8,279.03,2232.24,3,Average
TXN002255,2023-01-25,CUST03506,PRD0468,Tabuk,7,55.81,390.67,4,Excellent
TXN002256,2023-11-11,CUST00757,PRD0439,Hail,8,69.96,559.68,2,Good
TXN002257,2025-03-16,CUST00962,PRD0778,Madinah,4,153.2,612.8,2,Excellent
TXN002258,2025-08-21,CUST03707,PRD0155,Jeddah Central,2,184.38,368.76,3,Poor
TXN002259,2024-12-30,CUST03800,PRD0228,Madinah,4,214.3,857.2,1,Excellent
TXN002260,2020-11-29,CUST04785,PRD0704,Madinah,1,175.92,175.92,3,Poor
TXN002261,2023-05-21,CUST04420,PRD0606,Riyadh North,12,424.45,5093.4,1,Good
TXN002262,2020-11-07,CUST00499,PRD0351,Abha,7,399.81,2798.67,2,Poor
TXN002263,2020-01-29,CUST04422,PRD0761,Riyadh North,1,430.55,430.55,2,Average
TXN002264,2024-07-03,CUST03305,PRD0674,Jeddah Central,1,397.1,397.1,1,Poor
TXN002265,2021-09-13,CUST03045,PRD0469,Dammam,1,117.11,117.11,5,Average
TXN002266,2025-12-25,CUST03590,PRD0109,Khobar,6,66.01,396.06,1,Poor
TXN002267,2023-08-21,CUST02845,PRD0156,Abha,10,205.91,2059.1,4,Good
TXN002268,2023-04-30,CUST01995,PRD0056,Khobar,3,391.37,1174.11,5,Poor
TXN002269,2021-02-09,CUST01457,PRD0148,Dammam,1,311.32,311.32,3,Average
TXN002270,2019-07-08,CUST02198,PRD0563,Riyadh North,1,196.67,196.67,5,Poor
TXN002271,2025-04-09,CUST04579,PRD0475,Tabuk,4,412.07,1648.28,1,Good
TXN002272,2022-03-23,CUST00037,PRD0121,Khobar,1,491.21,491.21,4,Average
TXN002273,2025-01-20,CUST01974,PRD0300,Hail,9,147.16,1324.44,2,Excellent
TXN002274,2019-01-24,CUST02566,PRD0284,Khobar,7,35.68,249.76,1,Poor
TXN002275,2019-06-06,CUST02007,PRD0394,Tabuk,5,284.79,1423.95,3,Excellent
TXN002276,2022-03-11,CUST00418,PRD0290,Dammam,8,442.37,3538.96,5,Good
TXN002277,2019-08-25,CUST04003,PRD0270,Abha,8,12.3,98.4,5,Excellent
TXN002278,2020-10-16,CUST00931,PRD0467,Makkah,7,135.13,945.91,1,Excellent
TXN002279,2022-08-06,CUST00969,PRD0646,Hail,1,449.07,449.07,5,Average
TXN002280,2024-07-03,CUST04442,PRD0337,Abha,5,243.69,1218.45,1,Average
TXN002281,2021-01-07,CUST01311,PRD0497,Abha,5,17.06,85.3,2,Average
TXN002282,2019-01-11,CUST01833,PRD0456,Jeddah Central,3,175.51,526.53,1,Average
TXN002283,2020-07-27,CUST03030,PRD0550,Riyadh North,6,41.12,246.72,1,Good
TXN002284,2022-09-11,CUST00753,PRD0161,Tabuk,5,236.72,1183.6,5,Poor
TXN002285,2022-11-16,CUST01707,PRD0014,Hail,12,183.91,2206.92,1,Average
TXN002286,2019-12-26,CUST00759,PRD0526,Madinah,1,182.63,182.63,1,Good
TXN002287,2019-04-01,CUST00342,PRD0731,Madinah,1,248.84,248.84,3,Excellent
TXN002288,2022-09-18,CUST01744,PRD0439,Makkah,10,303.84,3038.4,2,Poor
TXN002289,2023-07-26,CUST03135,PRD0717,Abha,10,76.97,769.7,5,Average
TXN002290,2024-01-10,CUST01664,PRD0232,Riyadh North,9,235.41,2118.69,5,Good
TXN002291,2023-02-23,CUST03076,PRD0183,Riyadh North,4,303.35,1213.4,3,Poor
TXN002292,2021-03-24,CUST01219,PRD0422,Madinah,1,222.27,222.27,1,Good
TXN002293,2024-05-08,CUST00710,PRD0211,Jeddah Central,10,423.43,4234.3,3,Excellent
TXN002294,2025-05-13,CUST02353,PRD0228,Makkah,7,197.74,1384.18,4,Average
TXN002295,2021-04-30,CUST01598,PRD0438,Riyadh South,6,340.6,2043.6,3,Average
TXN002296,2025-09-07,CUST04522,PRD0287,Riyadh South,6,476.4,2858.4,3,Excellent
TXN002297,2025-02-02,CUST02405,PRD0598,Khobar,6,496.16,2976.96,2,Excellent
TXN002298,2024-12-27,CUST03924,PRD0459,Khobar,10,277.54,2775.4,2,Good
TXN002299,2019-07-09,CUST01276,PRD0132,Makkah,4,8.88,35.52,2,Good
TXN002300,2024-10-23,CUST00850,PRD0538,Hail,11,380.66,4187.26,4,Excellent
TXN002301,2020-08-17,CUST01258,PRD0333,Tabuk,1,307.24,307.24,1,Average
TXN002302,2019-01-24,CUST04476,PRD0025,Khobar,5,126.35,631.75,4,Poor
TXN002303,2024-10-10,CUST04094,PRD0311,Jeddah Central,8,24.85,198.8,4,Excellent
TXN002304,2020-10-18,CUST04148,PRD0476,Hail,6,240.93,1445.58,4,Poor
TXN002305,2021-04-09,CUST01681,PRD0424,Tabuk,9,19.33,173.97,2,Excellent
TXN002306,2025-03-22,CUST01207,PRD0794,Makkah,9,488.17,4393.53,2,Excellent
TXN002307,2025-04-30,CUST04758,PRD0472,Abha,1,51.22,51.22,2,Average
TXN002308,2024-03-16,CUST03824,PRD0512,Dammam,1,317.3,317.3,1,Poor
TXN002309,2020-07-21,CUST03392,PRD0107,Makkah,1,283.9,283.9,4,Poor
TXN002310,2024-11-30,CUST00558,PRD0703,Khobar,3,255.22,765.66,5,Poor
TXN002311,2019-02-16,CUST03269,PRD0015,Abha,7,388.64,2720.48,5,Excellent
TXN002312,2020-10-15,CUST01339,PRD0499,Dammam,10,28.24,282.4,2,Average
TXN002313,2023-03-26,CUST03460,PRD0331,Abha,9,464.81,4183.29,1,Poor
TXN002314,2025-09-10,CUST00827,PRD0138,Hail,3,317.49,952.47,5,Poor
TXN002315,2025-10-12,CUST00339,PRD0454,Abha,1,112.39,112.39,1,Good
TXN002316,2021-12-18,CUST04474,PRD0573,Dammam,12,7.17,86.04,3,Average
TXN002317,2024-12-13,CUST02226,PRD0467,Abha,9,288.89,2600.01,2,Good
TXN002318,2021-11-10,CUST03751,PRD0427,Jeddah Central,6,271.9,1631.4,4,Excellent
TXN002319,2021-01-18,CUST04132,PRD0103,Riyadh North,4,39.77,159.08,4,Poor
TXN002320,2023-08-27,CUST04964,PRD0305,Hail,1,163.49,163.49,4,Average
TXN002321,2021-06-30,CUST04553,PRD0656,Riyadh North,1,267.95,267.95,2,Poor
TXN002322,2024-11-16,CUST01976,PRD0178,Tabuk,11,389.09,4279.99,1,Good
TXN002323,2023-09-10,CUST00190,PRD0753,Madinah,9,266.11,2394.99,1,Average
TXN002324,2022-08-03,CUST00807,PRD0499,Makkah,9,475.48,4279.32,4,Good
TXN002325,2019-11-15,CUST00979,PRD0291,Tabuk,3,486.67,1460.01,3,Poor
TXN002326,2020-07-17,CUST02258,PRD0277,Madinah,8,299.13,2393.04,2,Good
TXN002327,2020-03-31,CUST01852,PRD0509,Riyadh North,9,83.73,753.57,3,Poor
TXN002328,2023-08-01,CUST02531,PRD0446,Riyadh North,3,20.85,62.55,4,Average
TXN002329,2023-07-01,CUST02721,PRD0260,Tabuk,1,383.17,383.17,4,Average
TXN002330,2023-07-23,CUST03980,PRD0396,Abha,3,62.84,188.52,3,Poor
TXN002331,2022-11-05,CUST02815,PRD0647,Madinah,3,161.47,484.41,2,Average
TXN002332,2022-09-30,CUST01430,PRD0576,Hail,7,203.94,1427.58,2,Excellent
TXN002333,2024-03-12,CUST03441,PRD0166,Tabuk,3,491.42,1474.26,5,Average
TXN002334,2019-06-28,CUST02576,PRD0444,Madinah,11,16.62,182.82,1,Good
TXN002335,2024-10-17,CUST01912,PRD0168,Abha,8,360.05,2880.4,4,Good
TXN002336,2021-08-27,CUST04395,PRD0631,Hail,3,402.72,1208.16,5,Poor
TXN002337,2020-07-18,CUST02072,PRD0159,Khobar,6,325.22,1951.32,5,Poor
TXN002338,2021-02-03,CUST00712,PRD0577,Riyadh North,7,447.25,3130.75,2,Average
TXN002339,2023-07-03,CUST04544,PRD0382,Riyadh North,8,138,1104,5,Average
TXN002340,2021-04-02,CUST02502,PRD0503,Hail,11,463.4,5097.4,2,Poor
TXN002341,2020-08-19,CUST00034,PRD0493,Khobar,4,315.31,1261.24,1,Excellent
TXN002342,2019-11-13,CUST02338,PRD0153,Khobar,7,209.23,1464.61,1,Poor
TXN002343,2019-11-06,CUST04642,PRD0292,Riyadh South,10,392.68,3926.8,1,Excellent
TXN002344,2025-09-12,CUST04857,PRD0109,Dammam,7,199.15,1394.05,3,Average
TXN002345,2022-06-27,CUST00788,PRD0738,Tabuk,4,24.18,96.72,5,Average
TXN002346,2023-06-27,CUST04022,PRD0134,Madinah,11,368.92,4058.12,2,Excellent
TXN002347,2022-07-13,CUST04505,PRD0186,Hail,12,69.61,835.32,5,Poor
TXN002348,2021-03-19,CUST01625,PRD0058,Jeddah Central,8,388,3104,1,Poor
TXN002349,2023-06-14,CUST00869,PRD0383,Riyadh North,7,286.93,2008.51,4,Excellent
TXN002350,2024-12-19,CUST00539,PRD0696,Riyadh South,11,204.99,2254.89,4,Excellent
TXN002351,2021-05-24,CUST01203,PRD0686,Dammam,5,5.46,27.3,1,Excellent
TXN002352,2023-07-26,CUST03756,PRD0277,Khobar,3,78.11,234.33,3,Good
TXN002353,2022-06-24,CUST03391,PRD0590,Dammam,11,156.77,1724.47,2,Poor
TXN002354,2022-12-29,CUST02331,PRD0063,Tabuk,6,486.71,2920.26,4,Average
TXN002355,2019-11-22,CUST04165,PRD0084,Dammam,7,12.36,86.52,5,Average
TXN002356,2021-02-26,CUST04084,PRD0735,Dammam,9,271.05,2439.45,3,Poor
TXN002357,2022-07-20,CUST02133,PRD0578,Riyadh South,12,97.71,1172.52,3,Average
TXN002358,2020-11-01,CUST01350,PRD0543,Makkah,12,393.35,4720.2,1,Excellent
TXN002359,2023-06-24,CUST02017,PRD0281,Jeddah Central,12,119.34,1432.08,5,Poor
TXN002360,2024-02-19,CUST02354,PRD0722,Makkah,5,150.98,754.9,2,Good
